accession,length,expAA,First,PredHel,Topology
AT1G59820.1,len=1213,ExpAA=197.45,First60=0.00,PredHel=8,Topology=o297-319i340-362o903-922i935-954o982-1004i1017-1039o1049-1071i1083-1105o
AT1G59870.1,len=1469,ExpAA=290.98,First60=0.00,PredHel=13,Topology=o539-561i574-596o611-633i683-705o715-737i769-791o1213-1235i1247-1269o1291-1313i1326-1345o1355-1377i1384-1406o1439-1461i
AT1G59990.1,len=581,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
AT1G60030.1,len=538,ExpAA=239.00,First60=11.70,PredHel=11,Topology=o46-68i81-100o105-124i145-167o190-212i225-247o294-316i372-394o398-420i432-454o469-491i
AT1G60170.1,len=485,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
AT1G60420.1,len=578,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G60650.1,len=292,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G60660.1,len=121,ExpAA=17.04,First60=17.04,PredHel=1,Topology=o4-21i
AT1G60770.1,len=491,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G61065.1,len=180,ExpAA=87.92,First60=31.42,PredHel=4,Topology=o4-23i49-71o91-113i139-161o
AT1G61190.1,len=967,ExpAA=32.86,First60=0.00,PredHel=0,Topology=o
AT1G61620.1,len=310,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT1G61670.1,len=513,ExpAA=173.49,First60=20.81,PredHel=8,Topology=i5-27o220-242i249-271o286-308i321-343o358-380i400-422o437-459i
AT1G62020.1,len=1216,ExpAA=0.14,First60=0.13,PredHel=0,Topology=o
AT1G62380.1,len=320,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G62390.1,len=751,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G62740.1,len=571,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G62820.1,len=148,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G63050.1,len=465,ExpAA=209.15,First60=32.99,PredHel=8,Topology=i13-35o50-72i85-107o210-229i265-287o354-376i402-424o434-453i
AT1G63160.1,len=333,ExpAA=0.13,First60=0.00,PredHel=0,Topology=o
AT1G63420.1,len=578,ExpAA=22.65,First60=22.63,PredHel=1,Topology=i30-52o
AT1G63500.1,len=487,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G63660.1,len=534,ExpAA=0.43,First60=0.37,PredHel=0,Topology=o
AT1G64520.1,len=267,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G64550.1,len=715,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G64760.1,len=481,ExpAA=43.95,First60=22.84,PredHel=2,Topology=o5-27i452-474o
AT1G64880.1,len=515,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
AT1G65020.1,len=319,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G65030.1,len=345,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G65220.1,len=411,ExpAA=0.07,First60=0.07,PredHel=0,Topology=o
AT1G65240.1,len=475,ExpAA=25.28,First60=20.87,PredHel=1,Topology=i7-26o
AT1G65260.1,len=330,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G65270.2,len=292,ExpAA=2.26,First60=1.38,PredHel=0,Topology=o
AT1G65930.1,len=410,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G65980.1,len=162,ExpAA=0.08,First60=0.08,PredHel=0,Topology=o
AT1G66250.1,len=505,ExpAA=2.41,First60=0.43,PredHel=0,Topology=o
AT1G66580.1,len=221,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT1G66820.1,len=109,ExpAA=45.54,First60=19.79,PredHel=2,Topology=i42-64o74-96i
AT1G67680.1,len=664,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT1G68070.1,len=343,ExpAA=107.18,First60=0.00,PredHel=5,Topology=i67-89o99-121i163-185o190-212i214-236o
AT1G68220.1,len=201,ExpAA=87.10,First60=29.36,PredHel=4,Topology=o5-24i51-70o90-112i133-155o
AT1G69340.1,len=562,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT1G69390.1,len=229,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G69410.1,len=158,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G69460.1,len=214,ExpAA=28.84,First60=7.44,PredHel=1,Topology=i182-204o
AT1G69620.1,len=119,ExpAA=0.04,First60=0.00,PredHel=0,Topology=i
AT1G69840.1,len=286,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G69980.1,len=205,ExpAA=42.39,First60=21.43,PredHel=2,Topology=i7-29o160-182i
AT1G70310.1,len=340,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT1G70330.1,len=450,ExpAA=239.51,First60=0.02,PredHel=11,Topology=i63-85o100-122i129-151o166-188i195-217o232-254i297-319o334-356i363-385o392-414i427-449o
AT1G70520.1,len=649,ExpAA=41.88,First60=18.37,PredHel=2,Topology=o5-24i261-283o
AT1G70530.1,len=646,ExpAA=23.54,First60=0.35,PredHel=1,Topology=o261-283i
AT1G71380.1,len=484,ExpAA=0.76,First60=0.09,PredHel=0,Topology=o
AT1G71480.1,len=216,ExpAA=0.24,First60=0.24,PredHel=0,Topology=o
AT1G71820.2,len=774,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT1G71860.1,len=340,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT1G72090.1,len=601,ExpAA=21.73,First60=0.04,PredHel=1,Topology=o578-600i
AT1G72150.1,len=573,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT1G72160.1,len=490,ExpAA=2.63,First60=0.00,PredHel=0,Topology=o
AT1G72175.1,len=185,ExpAA=42.33,First60=0.10,PredHel=2,Topology=i123-145o160-179i
AT1G72480.1,len=509,ExpAA=149.93,First60=0.01,PredHel=7,Topology=o204-226i233-255o270-292i305-327o342-364i385-406o421-443i
AT1G72500.1,len=756,ExpAA=0.48,First60=0.00,PredHel=0,Topology=o
AT1G72690.1,len=87,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT1G72730.1,len=414,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G73030.1,len=203,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G73080.1,len=1123,ExpAA=44.72,First60=20.86,PredHel=2,Topology=i7-29o770-792i
AT1G73200.1,len=779,ExpAA=23.56,First60=23.03,PredHel=1,Topology=i7-29o
AT1G73230.1,len=165,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G73590.1,len=622,ExpAA=191.09,First60=39.93,PredHel=9,Topology=o10-28i41-61o71-89i96-118o133-152i481-503o513-535i556-578o598-620i
AT1G73640.1,len=233,ExpAA=0.17,First60=0.04,PredHel=0,Topology=o
AT1G73740.1,len=431,ExpAA=0.60,First60=0.01,PredHel=0,Topology=o
AT1G73940.1,len=151,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G73990.1,len=677,ExpAA=0.58,First60=0.00,PredHel=0,Topology=o
AT1G74010.1,len=325,ExpAA=6.72,First60=6.63,PredHel=0,Topology=o
AT1G74030.1,len=477,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G74050.1,len=233,ExpAA=3.11,First60=0.00,PredHel=0,Topology=o
AT1G74260.1,len=1407,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G74470.1,len=467,ExpAA=0.50,First60=0.08,PredHel=0,Topology=o
AT1G74520.1,len=177,ExpAA=59.42,First60=29.39,PredHel=3,Topology=i12-34o49-71i80-102o
AT1G74790.1,len=695,ExpAA=38.93,First60=18.45,PredHel=2,Topology=i7-26o672-694i
AT1G74960.2,len=541,ExpAA=1.46,First60=0.43,PredHel=0,Topology=o
AT1G74970.1,len=208,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G75220.1,len=487,ExpAA=258.60,First60=16.15,PredHel=12,Topology=i45-67o87-109i116-135o141-163i175-197o201-220i281-303o318-340i347-369o379-401i413-435o450-472i
AT1G75270.1,len=213,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G75330.1,len=375,ExpAA=0.60,First60=0.01,PredHel=0,Topology=o
AT1G75500.1,len=389,ExpAA=208.05,First60=28.62,PredHel=10,Topology=i20-42o52-70i83-105o115-134i147-169o197-219i232-251o266-288i293-315o319-338i
AT1G75680.1,len=525,ExpAA=22.87,First60=21.93,PredHel=1,Topology=i9-31o
AT1G75850.1,len=790,ExpAA=0.11,First60=0.02,PredHel=0,Topology=o
AT1G75950.1,len=160,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT1G76010.1,len=350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G76160.1,len=541,ExpAA=20.67,First60=17.71,PredHel=1,Topology=i5-23o
AT1G76180.1,len=185,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G76300.1,len=128,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G76405.2,len=167,ExpAA=0.07,First60=0.05,PredHel=0,Topology=o
AT1G76550.1,len=617,ExpAA=0.40,First60=0.00,PredHel=0,Topology=o
AT1G76650.1,len=177,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G76810.1,len=1294,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G76850.1,len=1090,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G76860.1,len=98,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT1G77120.1,len=379,ExpAA=1.44,First60=0.00,PredHel=0,Topology=o
AT1G77140.1,len=569,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G77490.1,len=426,ExpAA=21.26,First60=0.02,PredHel=1,Topology=o397-419i
AT1G77590.1,len=691,ExpAA=1.11,First60=0.83,PredHel=0,Topology=o
AT1G77630.1,len=423,ExpAA=15.28,First60=3.88,PredHel=0,Topology=o
AT1G77710.1,len=93,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT1G77940.1,len=112,ExpAA=0.02,First60=0.02,PredHel=0,Topology=i
AT1G78040.1,len=171,ExpAA=11.32,First60=11.32,PredHel=0,Topology=o
AT1G78140.1,len=355,ExpAA=3.74,First60=0.19,PredHel=0,Topology=o
AT1G78200.1,len=283,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT1G78300.1,len=259,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT1G78380.1,len=219,ExpAA=0.21,First60=0.01,PredHel=0,Topology=o
AT1G78610.1,len=856,ExpAA=130.68,First60=0.00,PredHel=6,Topology=i243-265o280-302i323-341o356-378i615-637o647-669i
AT1G78630.1,len=241,ExpAA=0.19,First60=0.05,PredHel=0,Topology=o
AT1G78830.1,len=455,ExpAA=22.62,First60=18.65,PredHel=1,Topology=i5-24o
AT1G78880.1,len=468,ExpAA=44.61,First60=0.00,PredHel=2,Topology=i204-226o230-252i
AT1G78900.1,len=623,ExpAA=0.04,First60=0.02,PredHel=0,Topology=o
AT1G78920.1,len=802,ExpAA=348.14,First60=18.24,PredHel=16,Topology=i43-62o66-85i125-142o157-179i211-233o248-270i348-370o394-413i420-442o452-474i479-496o511-533i576-595o610-632i686-705o720-742i
AT1G79340.1,len=418,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G79530.1,len=422,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G79550.1,len=401,ExpAA=1.24,First60=0.00,PredHel=0,Topology=o
AT1G79560.1,len=1008,ExpAA=39.11,First60=0.00,PredHel=2,Topology=o152-174i433-455o
AT1G79850.1,len=149,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT1G80030.1,len=500,ExpAA=0.03,First60=0.01,PredHel=0,Topology=o
AT1G80070.1,len=2359,ExpAA=0.70,First60=0.00,PredHel=0,Topology=o
AT1G80300.1,len=624,ExpAA=231.33,First60=0.00,PredHel=9,Topology=i116-133o148-170i183-205o238-260i273-292o312-334i435-457o461-483i545-567o
AT1G80500.1,len=135,ExpAA=0.10,First60=0.03,PredHel=0,Topology=o
AT1G80560.1,len=405,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT1G80670.1,len=349,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT1G80930.1,len=900,ExpAA=0.59,First60=0.00,PredHel=0,Topology=o
AT2G01140.1,len=391,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G01250.1,len=242,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G01270.1,len=495,ExpAA=23.64,First60=0.83,PredHel=1,Topology=o461-483i
AT2G01410.1,len=387,ExpAA=40.56,First60=21.81,PredHel=2,Topology=i13-35o355-373i
AT2G01470.1,len=393,ExpAA=21.00,First60=0.00,PredHel=1,Topology=o366-385i
AT2G01540.1,len=180,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G01600.1,len=571,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G01630.1,len=501,ExpAA=6.35,First60=0.53,PredHel=0,Topology=o
AT2G01820.1,len=943,ExpAA=35.52,First60=13.39,PredHel=1,Topology=o483-505i
AT2G02040.1,len=585,ExpAA=229.23,First60=0.20,PredHel=10,Topology=i110-132o157-179i200-222o227-249i346-365o385-407i433-455o470-492i513-535o555-574i
AT2G02100.1,len=77,ExpAA=21.36,First60=21.35,PredHel=1,Topology=i7-29o
AT2G02120.1,len=77,ExpAA=21.30,First60=21.30,PredHel=1,Topology=i7-29o
AT2G02130.1,len=77,ExpAA=21.61,First60=21.61,PredHel=1,Topology=i7-29o
AT2G02800.1,len=426,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G03120.1,len=344,ExpAA=170.62,First60=22.98,PredHel=8,Topology=i7-24o28-46i59-78o88-110i187-209o229-251i263-285o290-309i
AT2G03270.1,len=639,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT2G03350.1,len=179,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G03750.1,len=351,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G03820.1,len=516,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G03870.2,len=99,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT2G04410.1,len=73,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G04780.1,len=254,ExpAA=5.13,First60=4.09,PredHel=0,Topology=o
AT2G05620.1,len=133,ExpAA=0.67,First60=0.55,PredHel=0,Topology=o
AT2G05920.1,len=754,ExpAA=14.61,First60=14.41,PredHel=1,Topology=i7-26o
AT2G05990.1,len=390,ExpAA=2.91,First60=0.00,PredHel=0,Topology=o
AT2G06010.1,len=188,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G06530.1,len=225,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G06850.1,len=296,ExpAA=20.32,First60=19.30,PredHel=1,Topology=i7-26o
AT2G09840.1,len=266,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
AT2G09990.1,len=146,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G12400.1,len=541,ExpAA=137.92,First60=22.33,PredHel=6,Topology=i9-31o102-124i145-167o257-279i286-308o493-515i
AT2G14520.1,len=423,ExpAA=68.41,First60=22.88,PredHel=3,Topology=i12-34o90-112i125-147o
AT2G14720.1,len=628,ExpAA=24.41,First60=1.90,PredHel=1,Topology=o569-591i
AT2G14740.1,len=628,ExpAA=24.85,First60=2.34,PredHel=1,Topology=o569-591i
AT2G15290.1,len=296,ExpAA=77.96,First60=0.33,PredHel=3,Topology=i122-144o154-176i205-227o
AT2G15620.1,len=586,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G15760.1,len=315,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G15790.1,len=361,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G15860.2,len=524,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G16060.1,len=160,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G16070.2,len=307,ExpAA=12.16,First60=0.00,PredHel=0,Topology=o
AT2G16250.1,len=915,ExpAA=46.71,First60=22.49,PredHel=2,Topology=i7-29o451-473i
AT2G16430.2,len=468,ExpAA=19.41,First60=19.40,PredHel=1,Topology=i12-34o
AT2G16570.1,len=566,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G16595.1,len=251,ExpAA=33.79,First60=11.16,PredHel=1,Topology=o185-207i
AT2G16600.1,len=173,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G16640.1,len=1206,ExpAA=0.11,First60=0.00,PredHel=0,Topology=o
AT2G16860.1,len=298,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G17120.1,len=350,ExpAA=19.19,First60=16.80,PredHel=1,Topology=i5-27o
AT2G17200.1,len=551,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT2G17265.1,len=370,ExpAA=0.27,First60=0.00,PredHel=0,Topology=o
AT2G17280.1,len=271,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G17290.1,len=544,ExpAA=0.30,First60=0.00,PredHel=0,Topology=o
AT2G17380.1,len=161,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G17390.1,len=344,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G17480.1,len=593,ExpAA=179.70,First60=37.60,PredHel=8,Topology=i7-29o44-63i93-115o182-204i303-325o330-352i388-410o430-452i
AT2G17670.1,len=463,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G17695.1,len=205,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT2G17705.1,len=127,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT2G17760.1,len=513,ExpAA=26.74,First60=18.15,PredHel=1,Topology=i7-24o
AT2G17790.1,len=787,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT2G17800.1,len=197,ExpAA=0.14,First60=0.09,PredHel=0,Topology=o
AT2G17870.1,len=301,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G18020.1,len=258,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT2G18040.1,len=119,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT2G18110.1,len=231,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G18510.1,len=363,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G18710.1,len=551,ExpAA=182.49,First60=0.00,PredHel=6,Topology=i240-257o267-286i293-315o330-348i413-435o476-498i
AT2G18730.1,len=488,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT2G18740.1,len=88,ExpAA=0.01,First60=0.00,PredHel=0,Topology=i
AT2G18900.1,len=804,ExpAA=0.58,First60=0.55,PredHel=0,Topology=o
AT2G18950.1,len=393,ExpAA=180.02,First60=0.06,PredHel=9,Topology=i101-123o133-155i178-200o205-227i234-256o266-288i314-333o338-360i373-392o
AT2G18960.1,len=949,ExpAA=205.61,First60=0.21,PredHel=10,Topology=i61-83o93-112i240-262o277-299i645-667o671-690i710-732o752-771i783-805o815-832i
AT2G19440.1,len=478,ExpAA=43.65,First60=21.96,PredHel=2,Topology=o4-26i454-476o
AT2G19730.1,len=143,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G19750.1,len=62,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G19760.1,len=131,ExpAA=0.04,First60=0.02,PredHel=0,Topology=o
AT2G19870.1,len=589,ExpAA=0.55,First60=0.00,PredHel=0,Topology=o
AT2G19940.1,len=389,ExpAA=0.10,First60=0.06,PredHel=0,Topology=o
AT2G20280.1,len=371,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G20450.1,len=134,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G20580.1,len=891,ExpAA=7.29,First60=0.00,PredHel=0,Topology=o
AT2G20690.1,len=271,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT2G20760.1,len=338,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G20840.1,len=282,ExpAA=90.42,First60=0.00,PredHel=4,Topology=i121-143o148-170i187-209o229-251i
AT2G20850.1,len=775,ExpAA=54.30,First60=22.27,PredHel=2,Topology=i12-34o315-337i
AT2G20890.1,len=300,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT2G20920.1,len=287,ExpAA=68.24,First60=0.00,PredHel=2,Topology=i232-254o264-286i
AT2G20930.1,len=140,ExpAA=0.34,First60=0.10,PredHel=0,Topology=o
AT2G21250.1,len=309,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G21390.1,len=1218,ExpAA=0.14,First60=0.13,PredHel=0,Topology=o
AT2G21410.1,len=821,ExpAA=134.13,First60=0.00,PredHel=6,Topology=o428-450i471-493o551-573i580-602o639-658i757-779o
AT2G21660.1,len=176,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G21960.1,len=332,ExpAA=61.44,First60=0.03,PredHel=3,Topology=o120-142i147-169o189-211i
AT2G22125.1,len=2150,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G22360.1,len=442,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G22400.1,len=808,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G22475.1,len=299,ExpAA=0.24,First60=0.00,PredHel=0,Topology=o
AT2G22480.1,len=537,ExpAA=1.60,First60=0.00,PredHel=0,Topology=o
AT2G23150.1,len=509,ExpAA=234.56,First60=2.39,PredHel=11,Topology=o56-78i85-107o164-186i193-215o235-254i275-297o329-351i372-394o409-426i439-461o471-493i
AT2G23350.1,len=662,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G23450.2,len=708,ExpAA=46.77,First60=22.17,PredHel=2,Topology=o15-37i283-305o
AT2G23460.1,len=888,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G23520.1,len=895,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G23810.1,len=273,ExpAA=88.92,First60=37.89,PredHel=4,Topology=i9-31o46-65i72-94o234-256i
AT2G23900.1,len=477,ExpAA=15.88,First60=15.87,PredHel=1,Topology=i12-31o
AT2G23940.1,len=173,ExpAA=53.39,First60=24.96,PredHel=2,Topology=i23-45o98-120i
AT2G23980.1,len=747,ExpAA=118.42,First60=0.00,PredHel=6,Topology=o117-139i151-173o205-227i240-259o279-301i410-432o
AT2G24050.1,len=747,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G24200.1,len=520,ExpAA=0.22,First60=0.00,PredHel=0,Topology=o
AT2G24360.1,len=411,ExpAA=0.54,First60=0.00,PredHel=0,Topology=o
AT2G24520.1,len=931,ExpAA=207.83,First60=11.59,PredHel=10,Topology=i43-65o75-94i221-243o258-280i627-649o653-670i691-713o736-753i765-787o797-819i
AT2G24820.1,len=539,ExpAA=33.24,First60=0.01,PredHel=2,Topology=o483-500i505-527o
AT2G25060.1,len=182,ExpAA=30.43,First60=19.67,PredHel=0,Topology=o
AT2G25270.1,len=545,ExpAA=122.49,First60=3.34,PredHel=5,Topology=i109-131o146-168i260-282o292-314i497-519o
AT2G25430.1,len=653,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G25970.1,len=632,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G26300.1,len=383,ExpAA=0.19,First60=0.00,PredHel=0,Topology=o
AT2G26680.1,len=319,ExpAA=28.12,First60=21.42,PredHel=1,Topology=i13-35o
AT2G26730.1,len=658,ExpAA=24.78,First60=0.51,PredHel=1,Topology=o259-281i
AT2G26890.1,len=2554,ExpAA=1.33,First60=0.12,PredHel=0,Topology=o
AT2G26900.1,len=409,ExpAA=190.91,First60=0.00,PredHel=9,Topology=i104-126o130-148i161-183o187-209i216-238o253-275i282-303o313-335i372-394o
AT2G27020.1,len=249,ExpAA=0.17,First60=0.00,PredHel=0,Topology=o
AT2G27040.1,len=924,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
AT2G27080.1,len=260,ExpAA=23.37,First60=0.00,PredHel=1,Topology=i75-97o
AT2G27090.1,len=743,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G27100.1,len=720,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G27130.1,len=176,ExpAA=18.84,First60=0.48,PredHel=1,Topology=i156-175o
AT2G27170.1,len=1204,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G27190.1,len=469,ExpAA=21.21,First60=21.12,PredHel=1,Topology=i12-31o
AT2G27260.1,len=243,ExpAA=23.00,First60=0.05,PredHel=1,Topology=i62-84o
AT2G27290.1,len=201,ExpAA=16.63,First60=0.00,PredHel=0,Topology=o
AT2G27330.1,len=116,ExpAA=0.05,First60=0.05,PredHel=0,Topology=o
AT2G27530.1,len=216,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G27810.1,len=709,ExpAA=241.76,First60=0.00,PredHel=11,Topology=o186-208i215-237o242-261i281-303o308-327i334-351o361-380i526-548o553-572i585-607o637-659i
AT2G27880.1,len=997,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT2G28000.1,len=586,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT2G28070.1,len=730,ExpAA=150.18,First60=0.00,PredHel=7,Topology=o301-323i461-483o493-515i536-558o573-595i600-622o689-711i
AT2G28520.1,len=817,ExpAA=133.02,First60=0.02,PredHel=6,Topology=o425-447i464-486o550-572i585-607o639-661i758-780o
AT2G29550.1,len=449,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT2G30050.1,len=302,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G30060.1,len=217,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G30260.1,len=232,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G30740.1,len=366,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G30870.1,len=215,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT2G30930.1,len=164,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G30950.1,len=695,ExpAA=19.39,First60=0.00,PredHel=1,Topology=i167-189o
AT2G31060.3,len=671,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G31390.1,len=325,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G31610.1,len=250,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G32060.1,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G32280.1,len=163,ExpAA=89.85,First60=27.99,PredHel=4,Topology=i5-27o54-76i96-118o133-155i
AT2G32520.1,len=239,ExpAA=3.11,First60=0.00,PredHel=0,Topology=o
AT2G32600.1,len=277,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G32730.1,len=1004,ExpAA=24.22,First60=0.00,PredHel=1,Topology=o779-801i
AT2G33410.1,len=404,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G33450.1,len=143,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G33470.1,len=202,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G33580.1,len=664,ExpAA=55.67,First60=17.81,PredHel=1,Topology=o278-300i
AT2G33845.1,len=182,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G34040.1,len=553,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
